Source File,Page,Period,Line
670_1684465615363.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Revaluation of land - 128,028 ( 100) - 128,028 ( 100)"
670_1684465615363.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax effect on land revaluation (27,542) (16,041) 7 2 - (16,041) ( 100)"
670_1684465615363.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Equity holders of the parent 7,156,488 7,756,719 ( 8) (117,675) 5,011,895 >(100)"
670_1684465615363.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Non-controlling interest 2,001,185 1,086,028 8 4 699,024 707,218 ( 1)"
670_1684465615363.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on page 10 and 11 form an integral part of the financial statements.
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2023 31/03/2022 (Decrease) 31/03/2023 31/03/2022 (Decrease)
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit / (loss) for the period 5,302,419 2,800,420 8 9 369,691 1,376,192 ( 73)"
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"benefit plans (9,519) ( 55,248) ( 83) ( 9,519) ( 55,248) ( 83)"
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax effect on actuarial gain/(loss) 2,856 7,735 ( 63) 2 ,856 7 ,735 ( 63)"
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Revaluation of land - 51,862 ( 100) - 5 1,862 ( 100)"
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax effect on Land revaluation (17,508) ( 7,261) >100 - ( 7,261) ( 100)"
670_1684465615363.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on page 10 and 11 form an integral part of the financial statements.
670_1684465615363.pdf,7,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1684465615363.pdf,7,Unknown Period,"Property, plant and equipment 2 1,811,416 16,344,832 1,385,791 1 ,166,197"
670_1684465615363.pdf,7,Unknown Period,"Formers (moulds) 6 08,431 436,494 122,950 90,166"
670_1684465615363.pdf,7,Unknown Period,"Biological assets 1 ,313,068 599,064 - -"
670_1684465615363.pdf,7,Unknown Period,"Right of use assets 1 ,469,092 1,345,567 9,974 24,657"
670_1684465615363.pdf,7,Unknown Period,"Intangible assets 8 11,467 315,131 11,826 23,666"
670_1684465615363.pdf,7,Unknown Period,"Investment in subsidiaries - - 7,352,658 5 ,892,658"
670_1684465615363.pdf,7,Unknown Period,"Other non-current financial assets 3 97,711 393,261 678 1,000"
670_1684465615363.pdf,7,Unknown Period,"Deferred tax assets 2 58,614 169,425 57,629 -"
670_1684465615363.pdf,7,Unknown Period,"Inventories 1 2,648,602 12,070,081 1,253,196 1 ,170,925"
670_1684465615363.pdf,7,Unknown Period,"Trade and other receivables 1 2,440,827 12,129,696 1,760,783 1 ,644,784"
670_1684465615363.pdf,7,Unknown Period,"Advance and prepayments 1 ,571,793 1,201,284 278,614 1 15,490"
670_1684465615363.pdf,7,Unknown Period,"Amounts due from subsidiaries - - 203,361 1 ,686,497"
670_1684465615363.pdf,7,Unknown Period,"Cash and short term deposits 9 ,659,763 9,044,765 2,397,144 3 ,088,241"
670_1684465615363.pdf,7,Unknown Period,"Total assets 6 2,990,784 54,049,600 14,834,604 1 4,904,281"
670_1684465615363.pdf,7,Unknown Period,"Capital reserves 6 10,315 580,773 266,277 2 83,785"
670_1684465615363.pdf,7,Unknown Period,"value through OCI 69,139 64,776 - -"
670_1684465615363.pdf,7,Unknown Period,"Revenue reserves 2 5,696,991 20,662,636 9,066,481 5 ,770,095"
670_1684465615363.pdf,7,Unknown Period,"Non-controlling interest 6 ,540,249 4,452,443 - -"
670_1684465615363.pdf,7,Unknown Period,"Total equity 3 3,515,310 26,359,243 9,931,374 6 ,652,495"
670_1684465615363.pdf,7,Unknown Period,"Interest-bearing loans and borrowings 2 ,234,117 1,402,351 - -"
670_1684465615363.pdf,7,Unknown Period,"Deferred income 8 96,440 809,083 - -"
670_1684465615363.pdf,7,Unknown Period,"Defined benefit obligations 3 ,464,696 2,866,645 737,427 6 11,422"
670_1684465615363.pdf,7,Unknown Period,"Agents' indemnity fund 1 35,866 131,118 - -"
670_1684465615363.pdf,7,Unknown Period,"Deferred tax liabilities 2 ,277,368 775,949 - 1 13,377"
670_1684465615363.pdf,7,Unknown Period,"Trade and other payables 9 ,991,123 7,885,885 1,347,836 8 80,841"
670_1684465615363.pdf,7,Unknown Period,"Unclaimed dividends / dividends payable 61,005 315,739 61,005 3 15,739"
670_1684465615363.pdf,7,Unknown Period,"Short-term loans and bank overdrafts 4 ,863,945 10,094,227 717,383 5 ,203,242"
670_1684465615363.pdf,7,Unknown Period,"Interest-bearing loans and borrowings 2 ,921,554 1,701,927 - -"
670_1684465615363.pdf,7,Unknown Period,"Amounts due to subsidiaries - - 1,508,812 1 ,064,548"
670_1684465615363.pdf,7,Unknown Period,"Income tax payable 1 ,212,276 496,735 516,274 32,582"
670_1684465615363.pdf,7,Unknown Period,"Total liabilities 2 9,475,474 27,690,357 4,903,230 8 ,251,786"
670_1684465615363.pdf,7,Unknown Period,"Total equity and liabilities 6 2,990,784 54,049,600 14,834,604 1 4,904,281"
670_1684465615363.pdf,7,Unknown Period,The notes to the financial statements on page 10 and 11 form an integral part of the financial statements.
670_1684465615363.pdf,7,Unknown Period,"The Financial Position as at 31/03/2023, and Income Statements, Statement of Changes in Equity and Statements of"
670_1684465615363.pdf,7,Unknown Period,Companies Act No.7 of 2007.
670_1684465615363.pdf,8,Unknown Period,For the period ended 31/03/2023
670_1684465615363.pdf,8,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1684465615363.pdf,8,Unknown Period,"Balance as at 01/04/2021 5 98,615 1 67,409 2 69,724 8 3,289 6 4,752 1 ,190,950 2 01,516 1 7,997 1 1,465,289 1 ,586,711 15,646,252 3 ,495,286 19,141,538"
670_1684465615363.pdf,8,Unknown Period,"Profit for the year - - - - - - 25,593 2 ,988 5,354,070 - 5 ,382,651 1,028,149 6,410,800"
670_1684465615363.pdf,8,Unknown Period,"Currency translation of foreign operations - - - - - - - - - 2,268,468 2 ,268,468 7 ,816 2,276,284"
670_1684465615363.pdf,8,Unknown Period,Net gain/(loss) on equity instrument designated at fair value through OCI - - - - 24 - - - - - 24 8 32
670_1684465615363.pdf,8,Unknown Period,"Actuarial gain/(loss) on defined benefit plans - - - - - - - - 3,946 - 3,946 3 6,643 40,589"
670_1684465615363.pdf,8,Unknown Period,"Tax effect on Actuarial gain/(loss) on defined benefit plans - - - - - - - - 4,639 - 4,639 (1,584) 3,055"
670_1684465615363.pdf,8,Unknown Period,"Revaluation of land - - 110,638 - - - - - - - 1 10,638 1 7,390 128,028"
670_1684465615363.pdf,8,Unknown Period,"Tax effect on Land revaluation - - (13,620) - - - - - - - (13,620) (2,421) (16,041)"
670_1684465615363.pdf,8,Unknown Period,"Total other comprehensive income - - 9 7,018 - 24 - - - 8,585 2,268,468 2 ,374,095 5 7,852 2,431,947"
670_1684465615363.pdf,8,Unknown Period,"Total comprehensive income for the year - 9 7,018 - 24 - 25,593 2 ,988 5,362,655 2,268,468 7 ,756,746 1,086,001 8,842,747"
670_1684465615363.pdf,8,Unknown Period,"Dividends to equity holders - - - - - - - - ( 1,496,538) - (1,496,538) (126,924) ( 1,623,462)"
670_1684465615363.pdf,8,Unknown Period,"Realisation of Investment Properties - - (36,667) - - - - - 36,667 - - - -"
670_1684465615363.pdf,8,Unknown Period,"Total contributions by and distributions to owners - - (36,667) - - - - - ( 1,459,871) - (1,496,538) (126,924) ( 1,623,462)"
670_1684465615363.pdf,8,Unknown Period,"Acquisition of non-controlling interest - - - - - - - - 340 - 340 (1,920) (1,580)"
670_1684465615363.pdf,8,Unknown Period,"Total changes in ownership interests in subsidiaries - - - - - - - - 340 - 340 (1,920) (1,580)"
670_1684465615363.pdf,8,Unknown Period,"Balance as at 31/03/2022 5 98,615 1 67,409 3 30,075 8 3,289 6 4,776 1 ,190,950 2 27,109 2 0,985 1 5,368,413 3 ,855,179 2 1,906,800 4 ,452,442 2 6,359,243"
670_1684465615363.pdf,8,Unknown Period,"Balance as at 01/04/2022 5 98,615 1 67,409 3 30,075 8 3,289 6 4,776 1 ,190,950 2 27,109 2 0,985 1 5,368,413 3 ,855,179 21,906,800 4 ,452,442 26,359,243"
670_1684465615363.pdf,8,Unknown Period,"Impact on Surcharge Tax - - - - - - - - ( 292,382) - ( 292,382) ( 29,282) ( 321,664)"
670_1684465615363.pdf,8,Unknown Period,"Profit for the year - - - - - - 58,350 11,826 6,436,907 - 6 ,507,083 1,995,341 8,502,424"
670_1684465615363.pdf,8,Unknown Period,"Currency translation of foreign operations - - - - - - - - - 682,544 6 82,544 6 ,791 689,335"
670_1684465615363.pdf,8,Unknown Period,"Net gain/(loss) on equity instrument designated at fair value through OCI - - - - 4 ,363 - - - - - 4,363 1 ,661 6,024"
670_1684465615363.pdf,8,Unknown Period,"Actuarial gain/(loss) on defined benefit plans - - - - - - - - (36,724) - (36,724) (6,977) (43,701)"
670_1684465615363.pdf,8,Unknown Period,"Tax effect on Actuarial loss on defined benefit plans - - - - - - - - 23,998 - 23,998 7 ,135 31,133"
670_1684465615363.pdf,8,Unknown Period,"Tax effect on Land revaluation - - (24,776) - - - - - - - (24,776) (2,766) (27,542)"
670_1684465615363.pdf,8,Unknown Period,"Total other comprehensive income - - (24,776) - 4 ,363 - - - (12,726) 682,544 6 49,405 5 ,844 655,249"
670_1684465615363.pdf,8,Unknown Period,"Total comprehensive income for the year - - (24,776) - 4 ,363 - 58,350 11,826 6,424,181 682,544 7 ,156,488 2,001,185 9,157,673"
670_1684465615363.pdf,8,Unknown Period,"Dividends to equity holders - - - - - - - - ( 1,795,845) - (1,795,845) (638,735) ( 2,434,580)"
670_1684465615363.pdf,8,Unknown Period,"Transfers - - - 54,318 - - - - (54,318) - - - -"
670_1684465615363.pdf,8,Unknown Period,"Total contributions by and distributions to owners - - - 54,318 - - - - ( 1,850,164) - (1,795,845) (638,735) ( 2,434,580)"
670_1684465615363.pdf,8,Unknown Period,"Net investment by non-controlling interest - - - - - - - - - - 7 4,508 74,508"
670_1684465615363.pdf,8,Unknown Period,"Adjustment due to change in holding 680,130 680,130"
670_1684465615363.pdf,8,Unknown Period,"Total changes in ownership interests in subsidiaries - - - - - - - - - - - 754,638 754,638"
670_1684465615363.pdf,8,Unknown Period,"Balance as at 31/03/2023 5 98,615 1 67,409 3 05,299 1 37,607 6 9,139 1 ,190,950 2 85,459 3 2,811 1 9,650,048 4 ,537,723 2 6,975,061 6 ,540,249 3 3,515,310"
670_1684465615363.pdf,8,Unknown Period,The notes to the financial statements on page 10 and 11 form an integral part of the financial statements.
670_1684465615363.pdf,9,Unknown Period,For the period ended 31/03/2023
670_1684465615363.pdf,9,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1684465615363.pdf,9,Unknown Period,"Balance as at 01/04/2021 598,615 239,004 180 4,513,726 5,351,525"
670_1684465615363.pdf,9,Unknown Period,"Profit for the year - - - 2,800,420 2,800,420"
670_1684465615363.pdf,9,Unknown Period,"Actuarial gain/(loss) on defined benefit plans - - - (55,248) (55,248)"
670_1684465615363.pdf,9,Unknown Period,"Tax effect on Actuarial gain/(loss) on defined benefit plans - - - 7,735 7,735"
670_1684465615363.pdf,9,Unknown Period,"Revaluation of land 51,862 51,862"
670_1684465615363.pdf,9,Unknown Period,"Tax effect on Land revaluation - (7,261) - - (7,261)"
670_1684465615363.pdf,9,Unknown Period,"Total other comprehensive income - 44,601 - (47,513) (2,912)"
670_1684465615363.pdf,9,Unknown Period,"Total comprehensive income for the year - 44,601 - 2,752,907 2,797,508"
670_1684465615363.pdf,9,Unknown Period,"Dividends to equity holders - - - (1,496,538) (1,496,538)"
670_1684465615363.pdf,9,Unknown Period,"Total transactions with owners, recorded directly in equity - - - (1,496,538) (1,496,538)"
670_1684465615363.pdf,9,Unknown Period,"Balance as at 31/03/2022 598,615 283,605 180 5,770,095 6,652,495"
670_1684465615363.pdf,9,Unknown Period,"Balance as at 01/04/2022 598,615 283,605 180 5,770,095 6,652,495"
670_1684465615363.pdf,9,Unknown Period,"Impact on Surcharge Tax - - - (203,525) (203,525)"
670_1684465615363.pdf,9,Unknown Period,"Profit for the year - - - 5,302,419 5,302,419"
670_1684465615363.pdf,9,Unknown Period,"Actuarial gain on defined benefit plans - - - (9,519) (9,519)"
670_1684465615363.pdf,9,Unknown Period,"Tax effect on Actuarial loss on defined benefit plans - - - 2,856 2,856"
670_1684465615363.pdf,9,Unknown Period,"Tax effect on Land revaluation (17,508) - (17,508)"
670_1684465615363.pdf,9,Unknown Period,"Total other comprehensive income - (17,508) - (6,663) (24,171)"
670_1684465615363.pdf,9,Unknown Period,"Total comprehensive income for the year - (17,508) - 5,295,756 5,278,248"
670_1684465615363.pdf,9,Unknown Period,"Dividends to equity holders - - - (1,795,845) (1,795,845)"
670_1684465615363.pdf,9,Unknown Period,"Total transactions with owners, recorded directly in equity - - - (1,795,845) (1,795,845)"
670_1684465615363.pdf,9,Unknown Period,"Balance as at 31/03/2023 598,615 266,097 180 9,066,481 9,931,374"
670_1684465615363.pdf,9,Unknown Period,The notes to the financial statements on page 10 and 11 form an integral part of the financial statements.
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to 03 months to 03 months to Increase/ 03 months to 03 months to Increase/
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2023 31/03/2023 30/06/2023 30/06/2022 (Decrease) 30/06/2023 30/06/2022 (Decrease)
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"80,099,312 10,589,861 customers 18,551,212 20,730,476 (11) 2,023,132 2,844,258 ( 29)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"(60,490,240) ( 6,982,555) Cost of sales (15,084,368) (15,374,560) (2) (1,463,506) (1,641,458) ( 11)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"19,609,072 3,607,306 Gross profit 3,466,844 5,355,916 (35) 559,626 1,202,800 ( 53)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"766,748 2,747,078 Other income and gains 112,676 68,492 6 5 98,146 603,852 ( 84)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"(2,660,512) ( 315,972) Distribution costs (348,559) (726,944) ( 52) (57,793) (93,139) ( 38)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"(8,087,179) ( 1,384,231) Administrative expenses (1,962,193) (1,526,344) 2 9 (332,549) (292,728) 1 4"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"(1,054,716) ( 449,490) Finance costs (456,839) (390,419) 1 7 (58,147) (187,784) ( 69)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"2,645,279 1,436,940 Finance income 450,506 2,231,731 ( 80) 94,971 1,115,487 ( 91)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"11,218,692 5,641,631 Profit / (loss) before tax 1,262,435 5,012,432 ( 75) 304,254 2,348,488 ( 87)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"(2,716,268) ( 339,212) Tax expense (542,444) (759,796) ( 29) (35,100) (297,208) ( 88)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"8,502,424 5,302,419 Profit / (loss) for the period 719,991 4,252,636 ( 83) 269,154 2,051,280 ( 87)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"6,507,083 5,302,419 Equity holders of the parent 573,911 3,702,319 ( 84) 269,154 2,051,280 ( 87)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"1,995,341 - Non-controlling interest 146,080 550,317 ( 73) - -"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"8,502,424 5,302,419 Profit / (loss) for the period 719,991 4,252,636 ( 83) 269,154 2,051,280 ( 87)"
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,10.87 8.86 for the period (Rs.) * 0.96 6.18 0.45 3.43
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,10.87 8.86 for the period (Rs.) * 0.96 6.18 0.45 3.43
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,3.00 3.00 Dividend per share (Rs) 0.50 0.15 0.50 0.15
670_1691572631009.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"* Computed based on 598,615,120 ordinary shares on issue as at 30/06/2023"
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to 03 months to 03 months to Increase/ 03 months to 03 months to Increase/
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2023 31/03/2023 30/06/2023 30/06/2022 (Decrease) 30/06/2023 30/06/2022 (Decrease)
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"8,502,424 5,302,419 Profit / (loss) for the period 7 19,991 4 ,252,636 ( 83) 2 69,154 2 ,051,280 ( 87)"
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"31,133 2,856 Tax effect on actuarial gain/(loss) - - - -"
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"6,024 - instruments designated at Fair 3 (33) >100 - -"
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"(27,542) ( 17,508) Tax effect on land revaluation - - - -"
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"7,156,488 5,278,248 Equity holders of the parent 5 2,760 4 ,812,613 ( 99) 2 69,154 2 ,051,280 ( 87)"
670_1691572631009.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"2,001,185 - Non-controlling interest 1 49,489 5 55,826 ( 73) - -"
670_1691572631009.pdf,5,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1691572631009.pdf,5,Unknown Period,"21,811,416 1,385,791 Property, plant and equipment 21,833,245 1 6,969,418 1,379,980 1,181,184"
670_1691572631009.pdf,5,Unknown Period,"608,431 122,950 Formers (moulds) 684,317 4 49,893 168,152 125,739"
670_1691572631009.pdf,5,Unknown Period,"1,313,068 - Biological assets 1,311,566 6 02,002 - -"
670_1691572631009.pdf,5,Unknown Period,"1,469,092 9,974 Right of use assets 1,434,872 1 ,315,074 6,820 19,437"
670_1691572631009.pdf,5,Unknown Period,"811,467 11,826 Intangible assets 796,115 3 38,340 8,882 20,714"
670_1691572631009.pdf,5,Unknown Period,"- 7,352,658 Investment in subsidiaries - - 7,352,658 5,892,658"
670_1691572631009.pdf,5,Unknown Period,"397,711 678 Other non-current financial assets 398,041 3 92,675 1,005 865"
670_1691572631009.pdf,5,Unknown Period,"258,614 57,629 Deferred tax assets 233,565 1 94,952 43,927 -"
670_1691572631009.pdf,5,Unknown Period,"12,648,602 1,253,196 Inventories 11,500,262 1 3,641,101 926,114 1,237,240"
670_1691572631009.pdf,5,Unknown Period,"12,440,827 1,760,783 Trade and other receivables 13,182,884 1 6,024,410 1,711,150 2,143,285"
670_1691572631009.pdf,5,Unknown Period,"1,571,793 278,614 Advance and prepayments 1,540,468 2 ,157,233 234,552 207,333"
670_1691572631009.pdf,5,Unknown Period,"- 203,361 Amounts due from subsidiaries - - 1,069,065 2,613,105"
670_1691572631009.pdf,5,Unknown Period,"9,659,763 2,397,144 Cash and short term deposits 9,210,419 1 1,451,602 2,348,051 3,948,183"
670_1691572631009.pdf,5,Unknown Period,"62,990,784 14,834,604 Total assets 62,125,754 6 3,536,700 15,250,356 17,389,743"
670_1691572631009.pdf,5,Unknown Period,"610,315 266,277 Capital reserves 610,315 5 80,773 266,277 283,785"
670_1691572631009.pdf,5,Unknown Period,"69,139 - value through OCI 69,141 6 4,752 - -"
670_1691572631009.pdf,5,Unknown Period,"25,696,991 9,066,481 Revenue reserves 25,450,442 2 5,093,099 9,036,327 7,528,058"
670_1691572631009.pdf,5,Unknown Period,"26,975,061 9,931,374 parent 26,728,513 2 6,337,239 9,901,220 8,410,458"
670_1691572631009.pdf,5,Unknown Period,"6,540,249 - Non-controlling interest 6,501,192 4 ,837,880 - -"
670_1691572631009.pdf,5,Unknown Period,"33,515,310 9,931,374 Total equity 33,229,705 3 1,175,120 9,901,220 8,410,458"
670_1691572631009.pdf,5,Unknown Period,"2,234,118 - Interest-bearing loans and borrowings 2,625,260 2 ,735,732 680,991 -"
670_1691572631009.pdf,5,Unknown Period,"896,440 - Deferred income 885,463 8 00,454 - -"
670_1691572631009.pdf,5,Unknown Period,"3,464,696 737,427 Defined benefit obligations 3,529,544 3 ,165,474 767,192 638,374"
670_1691572631009.pdf,5,Unknown Period,"135,865 - Agents' indemnity fund 130,541 1 59,665 - -"
670_1691572631009.pdf,5,Unknown Period,"2,277,368 - Deferred tax liabilities 2,412,319 9 02,687 - 228,653"
670_1691572631009.pdf,5,Unknown Period,"9,991,123 1,347,835 Trade and other payables 8,964,491 9 ,460,219 1,436,512 1,196,192"
670_1691572631009.pdf,5,Unknown Period,"61,005 61,005 Unclaimed dividends / dividends payable 152,592 1 09,410 152,592 109,410"
670_1691572631009.pdf,5,Unknown Period,"4,863,945 717,383 Short-term loans and bank overdrafts 4,972,698 1 0,348,547 509,641 5,652,524"
670_1691572631009.pdf,5,Unknown Period,"2,921,554 - Interest-bearing loans and borrowings 2,969,459 2 ,830,418 360,000 -"
670_1691572631009.pdf,5,Unknown Period,"- 1,508,812 Amounts due to subsidiaries - - 1,092,500 943,718"
670_1691572631009.pdf,5,Unknown Period,"1,212,276 516,274 Income tax payable 884,361 5 95,137 338,671 186,175"
670_1691572631009.pdf,5,Unknown Period,"29,475,474 4,903,230 Total liabilities 28,896,049 3 2,361,580 5,349,136 8,979,285"
670_1691572631009.pdf,5,Unknown Period,"62,990,784 14,834,604 Total equity and liabilities 62,125,754 6 3,536,700 15,250,356 17,389,743"
670_1691572631009.pdf,5,Unknown Period,"The Financial Position as at 30/06/2023, and Income Statements, Statement of Changes in Equity and Statements of Cash Flow for the three months"
670_1691572631009.pdf,5,Unknown Period,It is certified that the interim financial statements have been prepared in compliance with the requirements of the Companies Act No.7 of 2007.
670_1691572631009.pdf,6,Unknown Period,For the period ended 30/06/2023
670_1691572631009.pdf,6,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1691572631009.pdf,6,Unknown Period,"Balance as at 01/04/2022 5 98,615 1 67,409 3 30,075 8 3,289 6 4,776 1 ,190,950 2 27,109 2 0,985 1 5,368,413 3 ,855,179 21,906,800 4 ,452,442 26,359,243"
670_1691572631009.pdf,6,Unknown Period,"Adjustment for surcharge tax levied under surcharge tax act. - - - - - - - - ( 292,382) - (292,382) ( 29,282) (321,664)"
670_1691572631009.pdf,6,Unknown Period,"Profit for the year - - - - - - - - 3,702,319 - 3,702,319 550,317 4,252,636"
670_1691572631009.pdf,6,Unknown Period,"Currency translation of foreign operations - - - - - - - - - 1,110,318 1,110,318 5,518 1,115,836"
670_1691572631009.pdf,6,Unknown Period,Net gain/(loss) on equity instrument designated at fair value through OCI - - - - (24) - - - - - (24) (9) (33)
670_1691572631009.pdf,6,Unknown Period,"Total other comprehensive income - - - - (24) - - - - 1,110,318 1,110,294 5,509 1,115,803"
670_1691572631009.pdf,6,Unknown Period,"Total comprehensive income for the year - - - (24) - - - 3,702,319 1,110,318 4,812,613 555,826 5,368,439"
670_1691572631009.pdf,6,Unknown Period,"Dividends to equity holders - - - - - - - - (89,792) - (89,792) (141,106) (230,898)"
670_1691572631009.pdf,6,Unknown Period,"Total contributions by and distributions to owners - - - - - - - - (89,792) - (89,792) (141,106) (230,898)"
670_1691572631009.pdf,6,Unknown Period,"Balance as at 30/06/2022 5 98,615 1 67,409 3 30,075 8 3,289 6 4,752 1 ,190,950 2 27,109 2 0,985 1 8,688,558 4 ,965,497 2 6,337,239 4 ,837,880 3 1,175,120"
670_1691572631009.pdf,6,Unknown Period,"Balance as at 01/04/2023 5 98,615 1 67,409 3 05,299 1 37,607 6 9,139 1 ,190,950 2 85,459 3 2,811 1 9,650,048 4 ,537,723 2 6,975,061 6 ,540,249 3 3,515,310"
670_1691572631009.pdf,6,Unknown Period,"Profit for the year - - - - - - - - 573,911 - 573,911 146,080 719,991"
670_1691572631009.pdf,6,Unknown Period,"Currency translation of foreign operations - - - - - - - - - (521,153) (521,153) 3,408 (517,745)"
670_1691572631009.pdf,6,Unknown Period,Net gain/(loss) on equity instrument designated at fair value through OCI - - - - 2 - - - - - 2 1 3
670_1691572631009.pdf,6,Unknown Period,"Total other comprehensive income - - - - 2 - - - - (521,153) (521,151) 3,409 (517,742)"
670_1691572631009.pdf,6,Unknown Period,"Total comprehensive income for the year - - - - 2 - - - 573,911 (521,153) 52,760 149,489 202,249"
670_1691572631009.pdf,6,Unknown Period,"Dividends to equity holders - - - - - - - - (299,308) - (299,308) (188,546) (487,854)"
670_1691572631009.pdf,6,Unknown Period,"Total contributions by and distributions to owners - - - - - - - - (299,308) - (299,308) (188,546) (487,854)"
670_1691572631009.pdf,6,Unknown Period,"Balance as at 30/06/2023 5 98,615 1 67,409 3 05,299 1 37,607 6 9,141 1 ,190,950 2 85,459 3 2,811 1 9,924,651 4 ,016,570 2 6,728,513 6 ,501,192 3 3,229,705"
670_1691572631009.pdf,7,Unknown Period,For the period ended 30/06/2023
670_1691572631009.pdf,7,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1691572631009.pdf,7,Unknown Period,"Balance as at 01/04/2022 598,615 283,605 180 5,770,095 6,652,495"
670_1691572631009.pdf,7,Unknown Period,"Adjustment for surcharge tax levied under surcharge tax act. - - - (203,525) (203,525)"
670_1691572631009.pdf,7,Unknown Period,"Profit for the year - - - 2,051,280 2,051,280"
670_1691572631009.pdf,7,Unknown Period,"Total comprehensive income for the year - - - 2,051,280 2,051,280"
